C02-1122 ==> H01-1043:0.9578, C04-1174:0.9563, W02-1608:0.9258, I08-2110:0.9224, P09-2052:0.8665, N06-1023:0.8437, I05-1005:0.8289, P06-1022:0.7841, D07-1032:0.7799, P02-1028:0.7798
N10-1013 ==> E09-1094:0.8691, D10-1114:0.8593, N12-1076:0.8458, E14-1057:0.8347, D14-1110:0.8205, P14-2087:0.8183, P14-1132:0.8163, P09-1002:0.8098, P12-1092:0.8051, W11-0607:0.8047
C14-1056 ==> P13-2115:0.9638, P13-2099:0.9495, C10-1098:0.9487, D14-1150:0.9450, P10-1078:0.9447, D11-1124:0.9422, C10-1111:0.9415, N06-2046:0.9386, P14-1119:0.9372, S10-1030:0.9370
P06-1108 ==> W06-1807:0.8593, W04-1009:0.7988, P14-1085:0.7898, W04-1003:0.7837, W12-2906:0.7713, W06-0707:0.7708, W04-0211:0.7695, W14-4407:0.7597, D13-1067:0.7590, W07-1411:0.7536
P10-1077 ==> P09-1076:0.9581, C14-1060:0.9357, W12-3310:0.9316, W13-4002:0.9302, P10-5003:0.9293, W14-4320:0.9275, C08-2022:0.9273, W14-1105:0.9250, D13-1094:0.9174, J05-2005:0.9172
P10-1143 ==> W14-2909:0.9315, W14-2906:0.8593, W09-3208:0.8416, D09-1103:0.8416, W11-1913:0.8365, N13-1108:0.8241, D12-1045:0.8170, C14-1070:0.8097, W11-1905:0.8092, W12-2501:0.8075
C10-1137 ==> W09-2409:0.9839, I05-2018:0.9520, W04-2010:0.9494, N09-2018:0.9457, H05-1105:0.9436, C04-1195:0.9314, W05-0603:0.9260, P07-3014:0.9226, W14-5708:0.9168, L08-1458:0.9159
S14-2034 ==> L08-1602:0.9212, W08-2138:0.9164, C08-1095:0.9125, W08-2132:0.9070, S14-2068:0.9054, P10-2018:0.9008, D12-1029:0.8993, W09-1212:0.8988, D10-1072:0.8976, C10-1093:0.8968
W11-1417 ==> W06-1611:0.8052, N07-2011:0.8027, P07-1046:0.7753, W10-1007:0.7707, W12-2001:0.7670, W14-2801:0.7592, W12-1628:0.7590, W13-4015:0.7580, W13-2904:0.7567, W09-2103:0.7552
D07-1043 ==> W04-0817:0.9525, W14-4016:0.9433, D10-1024:0.9391, S10-1080:0.9346, W04-3010:0.9311, N06-1029:0.9265, N03-3002:0.9195, N10-1109:0.8837, W10-2001:0.8503, W10-2809:0.8334
J04-3004 ==> P06-1027:0.9462, P02-1046:0.8812, W03-0201:0.8128, N07-2028:0.7891, W11-0203:0.7654, W14-6205:0.7598, W06-2207:0.7569, W13-2321:0.7521, W09-0801:0.7475, I05-1036:0.7324
L08-1246 ==> P06-2018:0.9387, L08-1151:0.9373, W10-1612:0.9248, W08-1004:0.9242, W08-1306:0.9114, P09-1008:0.9061, W07-1506:0.9051, L08-1213:0.8924, W09-1008:0.8878, W08-1003:0.8868
D09-1033 ==> D13-1145:0.8605, N10-1039:0.8537, W11-0817:0.8387, W11-0807:0.8321, W13-1017:0.8305, W14-0809:0.8287, W11-0802:0.8256, W07-1101:0.8255, D14-1145:0.8240, S13-2018:0.8204
P09-1042 ==> Q14-1005:0.8069, P11-1061:0.8068, N13-1126:0.8061, D11-1117:0.7989, D12-1125:0.7971, Q13-1001:0.7925, D12-1001:0.7878, D11-1005:0.7816, P13-2017:0.7813, C14-2021:0.7778
P06-3007 ==> I08-2101:0.9298, W06-0706:0.9172, P14-2100:0.9144, P10-1140:0.9134, W04-1017:0.9126, P13-2099:0.9101, P11-1155:0.9037, C04-1057:0.9034, D11-1124:0.8973, P10-1078:0.8939
P08-1032 ==> W14-5410:0.9569, N10-1125:0.9510, P10-1126:0.8702, W13-1301:0.8022, N13-1016:0.7958, P11-4014:0.7776, N03-4003:0.7763, N12-1018:0.7699, W00-1422:0.7698, D13-1127:0.7695
L08-1599 ==> W10-0801:0.9455, W04-2711:0.9308, W02-2033:0.9300, W09-2414:0.9219, W11-0146:0.9214, W09-1510:0.9127, W09-3005:0.9102, W02-1701:0.9053, P09-5003:0.9050, D08-1046:0.9044
P07-2010 ==> L08-1149:0.9247, L08-1306:0.9142, W12-0906:0.9140, W10-0609:0.9130, W08-1307:0.8990, W14-2301:0.8987, W10-2107:0.8986, W08-1305:0.8953, P09-3001:0.8934, W12-0910:0.8917
W02-1611 ==> H01-1002:0.9863, N03-2006:0.9795, H01-1071:0.9749, N06-2029:0.9710, W01-1401:0.9683, I05-7004:0.9632, W05-0828:0.9626, C02-1076:0.9590, C00-1019:0.9574, W04-1404:0.9545
W10-1712 ==> P05-3023:0.8794, W09-3832:0.8793, P09-1037:0.8780, P11-1084:0.8768, P10-2021:0.8752, I08-5012:0.8751, L08-1074:0.8751, I05-2019:0.8729, P07-1023:0.8729, W12-3151:0.8720
C14-1172 ==> P13-3012:0.9406, D14-1084:0.9339, P10-1144:0.9247, P13-1049:0.9221, E09-1018:0.9221, S12-1002:0.9200, D14-1221:0.9178, C10-2125:0.9178, S10-1019:0.9171, W11-1906:0.9120
L08-1380 ==> P06-1092:0.9927, I05-1067:0.9888, W06-1707:0.9861, W06-1700:0.9844, N06-2041:0.9818, E06-1028:0.9812, P06-2026:0.9783, W06-1710:0.9719, E06-2001:0.9586, L08-1011:0.9524
P07-3014 ==> W07-2082:0.9625, C04-1195:0.9263, C10-1137:0.9226, S10-1058:0.9190, W07-1527:0.9098, W09-2409:0.9087, S10-1044:0.8967, S13-2028:0.8885, P03-2035:0.8866, N12-1028:0.8831
W04-1505 ==> W04-2003:0.9349, W09-2605:0.9214, L08-1449:0.9192, W02-1203:0.9152, W07-2205:0.9130, W07-1526:0.9106, N10-3004:0.9092, W06-2305:0.9087, W04-0311:0.9053, C08-1020:0.9008
C00-2092 ==> C04-1154:0.9562, W09-3801:0.9139, W06-1505:0.9037, W10-2502:0.9000, W07-0402:0.8865, P06-2036:0.8804, W07-0412:0.8801, W06-1506:0.8795, P06-1123:0.8746, J12-3008:0.8740
I05-6011 ==> P05-2024:0.9972, W14-2202:0.9950, P03-2033:0.9921, P14-5009:0.9789, C10-2123:0.9780, W02-1508:0.9778, E06-2005:0.9733, L08-1023:0.9712, W02-1502:0.9670, W06-3904:0.9640
L08-1418 ==> W14-5203:0.9812, E12-2001:0.9720, L08-1433:0.9703, W14-4915:0.9665, W14-5206:0.9662, W09-3004:0.9539, W07-1501:0.9431, W13-2312:0.9253, W06-3813:0.9125, W09-3021:0.8908
J11-4007 ==> N12-1082:0.9558, W09-0615:0.7972, W09-0626:0.7828, W12-1504:0.7683, W10-4212:0.7676, W04-1016:0.7630, W10-4214:0.7607, D09-1041:0.7569, P08-2049:0.7548, W06-1402:0.7510
W03-0419 ==> W03-0429:0.9062, W03-0427:0.9056, W03-0434:0.9053, W03-0431:0.8716, W03-0426:0.8544, W03-0435:0.8530, W03-0432:0.8462, W03-0433:0.8460, W03-0421:0.8413, W02-2022:0.8412
C14-1055 ==> D14-1224:0.8657, I08-7010:0.8292, W08-0614:0.8213, W04-2703:0.8208, W05-0306:0.8205, W14-5808:0.8167, W04-2324:0.8163, J03-4002:0.8151, J05-2005:0.8139, D13-1094:0.8125
P06-2065 ==> W11-1511:0.9508, W11-1202:0.9444, P12-2016:0.8963, P13-1154:0.8865, C14-1218:0.8816, D14-1184:0.8806, P12-1017:0.8759, P14-2123:0.8743, D14-1185:0.8702, N09-4008:0.8619
N12-1057 ==> P12-2032:0.9370, C10-1136:0.9353, P11-1078:0.9263, W09-3953:0.9228, D14-1123:0.9181, P12-1105:0.9084, P13-2093:0.8949, C10-2169:0.8908, P09-2038:0.8908, S10-1100:0.8887
C08-1126 ==> D14-1031:0.9777, S14-1004:0.9733, L08-1275:0.9632, W10-1610:0.9486, N12-2007:0.9478, L08-1323:0.9391, W09-0308:0.9283, C14-1067:0.9255, L08-1168:0.9149, W14-4332:0.9135
P11-2044 ==> D14-1195:0.8551, S12-1074:0.8529, P13-2123:0.8286, P11-2090:0.8253, W08-2124:0.8198, N09-2002:0.8186, N10-1069:0.8144, C08-2012:0.8113, W13-2406:0.8096, I05-1033:0.8094
W14-1613 ==> W12-1914:0.8845, W14-5304:0.8788, W12-0701:0.8771, W13-3505:0.8767, D11-1005:0.8735, E14-1013:0.8724, N13-1014:0.8706, D14-1187:0.8700, P13-2112:0.8681, P13-1057:0.8620
W06-3326 ==> W11-0220:0.9215, P99-1052:0.9172, W09-3110:0.9157, C08-1120:0.9127, W09-3910:0.9095, W01-1001:0.9088, W02-1505:0.9077, W06-3706:0.9077, C02-2015:0.9074, L08-1377:0.9050
P06-2116 ==> W08-0508:0.9949, W09-0602:0.9912, W07-0210:0.9867, W06-2801:0.9866, W02-1703:0.9715, W00-1410:0.9713, A00-1017:0.9699, P01-1015:0.9576, J01-3004:0.9529, W03-2007:0.9507
L08-1340 ==> E03-2005:0.8895, P09-5003:0.8817, L08-1599:0.8767, N03-2034:0.8744, W14-4722:0.8742, W10-1840:0.8719, W04-2710:0.8610, L08-1211:0.8589, W08-1137:0.8580, L08-1164:0.8573
P01-1033 ==> N09-2050:0.9547, W04-1702:0.9532, W99-0611:0.9506, W08-0202:0.9506, W09-2818:0.9504, J09-2006:0.9502, C04-1054:0.9502, W99-0617:0.9501, W08-1408:0.9500, P99-1079:0.9498
N03-1019 ==> N01-1018:0.9379, W02-0706:0.8389, W04-3255:0.8292, P06-2088:0.8243, W10-3801:0.8186, J00-1003:0.8053, J14-3008:0.8028, W00-0508:0.7967, D08-1086:0.7829, W01-1404:0.7829
P14-1147 ==> D13-1199:0.9101, P13-2039:0.9034, E14-1030:0.8922, P11-1032:0.8854, D14-1155:0.8837, W12-0404:0.8805, W12-0403:0.8669, W13-1606:0.8659, N13-1053:0.8616, D14-1055:0.8547
W14-4011 ==> W11-2211:0.9483, D14-1028:0.9469, W14-0311:0.9461, C14-1108:0.9450, C10-2044:0.9420, W13-2258:0.9414, W12-3145:0.9389, W14-4018:0.9371, E14-1035:0.9343, W14-3317:0.9334
P13-1127 ==> P13-1130:0.8811, D12-1040:0.8758, J13-2005:0.8597, W12-2801:0.8531, P14-1102:0.8483, P07-1105:0.8334, W14-0207:0.8195, W12-2802:0.8169, D14-1043:0.8134, P13-1102:0.8130
C02-1047 ==> W10-4230:0.9398, W13-2706:0.9343, W04-0502:0.9313, N03-2033:0.9280, L08-1377:0.9262, W11-0143:0.9259, W11-1108:0.9254, C04-1054:0.9234, L08-1135:0.9233, W02-1906:0.9233
E12-1022 ==> W13-3105:0.9461, P14-2055:0.9420, D13-1069:0.9385, D08-1079:0.9243, P07-2015:0.9228, W11-0507:0.9222, C10-2046:0.9218, W14-3703:0.9217, E14-1075:0.9211, Q13-1008:0.9166
P14-1001 ==> D09-1161:0.9585, N09-2064:0.8830, P13-1043:0.8687, N10-1095:0.8673, P14-1069:0.8673, P12-1019:0.8634, P06-1033:0.8633, N10-1003:0.8626, P12-2001:0.8612, P11-2119:0.8601
P11-1003 ==> C10-2136:0.9338, J10-2004:0.9311, W13-2214:0.9296, P11-1128:0.9265, W06-3106:0.9264, D09-1147:0.9223, W07-0701:0.9206, D14-1063:0.9205, W12-3160:0.9173, D10-1043:0.9167
W05-0606 ==> W07-1307:0.9781, W06-1107:0.9763, W10-2412:0.9724, W09-0304:0.9708, W07-1308:0.9613, W07-1301:0.9589, C02-1016:0.9576, C04-1137:0.9546, E03-1088:0.9508, D07-1095:0.9411
C00-1072 ==> C02-1130:0.9113, P02-1058:0.8319, N10-2002:0.8277, C04-1144:0.7981, P03-2021:0.7960, N03-1037:0.7928, W06-1663:0.7928, W09-3025:0.7725, W12-2411:0.7648, C04-1107:0.7154
D08-1064 ==> W10-0708:0.8689, D09-1030:0.8687, N10-1024:0.8651, W08-0301:0.8577, W10-0709:0.8530, N10-1057:0.8521, P08-1007:0.8363, W10-0734:0.8351, P14-1104:0.8334, W10-0707:0.8311
W12-4004 ==> P09-1031:0.9744, D10-1108:0.9586, P11-1162:0.9494, D14-1088:0.9462, W09-2508:0.9346, D12-1117:0.9307, D09-1089:0.9207, P09-1050:0.9184, D13-1018:0.9152, W10-2007:0.9139
W12-3102 ==> P13-4014:0.8480, W12-3114:0.8378, W11-2152:0.8366, W13-2255:0.8327, P13-1139:0.8317, W12-3118:0.8303, W13-2247:0.8287, P14-1067:0.8226, C14-2028:0.8221, W12-3146:0.8181
P04-1009 ==> P08-1071:0.9891, P08-1055:0.9883, W12-1635:0.9870, E06-1009:0.9865, C02-1147:0.9862, W12-1606:0.9358, W08-0126:0.9229, N13-1128:0.8843, P14-1047:0.8817, W13-4016:0.8675
W03-0320 ==> W05-0809:0.9300, W05-0810:0.9046, W05-0819:0.8847, N12-1040:0.8782, P06-2112:0.8664, W06-3107:0.8632, W05-0811:0.8585, C00-1015:0.8480, W05-0812:0.8439, C00-2092:0.8312
P13-1148 ==> N13-1012:0.9612, C14-1219:0.9524, N10-1081:0.9468, W08-2109:0.9428, W11-0601:0.9409, D13-1005:0.9406, W13-2601:0.9346, D14-1091:0.9318, P14-1027:0.9307, W14-0505:0.9279
C10-2133 ==> W06-0705:0.9454, L08-1533:0.9339, P06-1114:0.9263, W09-2703:0.8933, W14-3006:0.8932, W05-1625:0.8917, W06-1808:0.8910, W09-2704:0.8791, N03-4010:0.8776, W06-3002:0.8763
P09-3010 ==> W10-4356:0.9820, W09-2814:0.9517, P09-1013:0.9431, W14-2514:0.9382, P07-1114:0.9362, W10-0516:0.9350, A00-3005:0.9349, W06-2716:0.9336, P11-1118:0.9297, C08-2019:0.9292
W13-2126 ==> S12-1099:0.8789, C08-1029:0.8724, W05-1202:0.8691, D12-1066:0.8668, I05-5003:0.8498, W09-0621:0.8432, W07-1425:0.8413, P11-2096:0.8409, P11-2043:0.8374, W06-1603:0.8351
W14-1814 ==> W13-1707:0.9923, N09-1050:0.9842, N12-1011:0.9839, W09-2101:0.9830, W13-1737:0.9794, N06-1028:0.9709, W08-0912:0.9706, W11-1404:0.9635, W14-1816:0.9277, W10-1010:0.8961
P13-1087 ==> W11-1105:0.9235, L08-1182:0.9146, W13-2608:0.8943, D13-1017:0.8914, S10-1087:0.8878, W08-2211:0.8853, P10-1155:0.8844, W08-0611:0.8826, W06-2503:0.8788, W07-2060:0.8759
W07-1109 ==> W06-2404:0.9474, I08-2094:0.9391, W10-3712:0.9363, P06-1078:0.9023, P05-3015:0.8880, W06-2203:0.8806, W03-1504:0.8705, C04-1058:0.8671, W04-0405:0.8535, W05-0610:0.8530
W06-1009 ==> P07-1110:0.9825, I08-6001:0.9761, C08-1007:0.9729, N09-2007:0.9727, C08-1017:0.9686, N10-1070:0.9620, J05-4003:0.9501, L08-1582:0.9345, I08-2104:0.8967, C08-1030:0.8784
W04-3219 ==> P06-2096:0.8902, I05-5001:0.8412, E06-1021:0.8412, W10-4223:0.8383, P08-1116:0.8291, I05-5003:0.8178, P10-2070:0.8152, S13-1013:0.8152, P09-1053:0.8099, J08-4005:0.8067
P13-1079 ==> W12-2701:0.9155, P14-1072:0.9153, E14-1003:0.9151, W14-3309:0.9131, P14-1012:0.9126, N10-1050:0.9058, W12-3148:0.8959, W12-3157:0.8953, P13-1126:0.8951, W11-2138:0.8889
L08-1330 ==> J07-1002:0.9950, W06-0603:0.9938, J06-2004:0.9683, J05-3001:0.9450, J04-1005:0.9063, W10-1818:0.9009, J12-2009:0.8981, J08-3001:0.8931, W06-1306:0.8837, W06-1318:0.8816
W05-1507 ==> N03-1021:0.9076, P06-2036:0.9076, N06-1033:0.9063, W10-2502:0.8861, W06-1627:0.8827, W06-1505:0.8826, H05-1101:0.8823, J12-3008:0.8788, W09-3801:0.8785, W07-0404:0.8777
I05-4003 ==> W05-1605:0.8224, W06-1513:0.8097, W13-2104:0.8002, W06-1516:0.7981, P09-2077:0.7904, W04-0910:0.7732, P02-1003:0.7731, P08-3002:0.7723, C02-1116:0.7707, P07-1043:0.7703
P07-1011 ==> N10-1108:0.8844, H05-1006:0.8812, P04-1022:0.8414, E14-4019:0.8092, P12-2049:0.8085, N07-2024:0.8053, W14-4602:0.8019, W09-2110:0.8018, P06-1032:0.7869, C10-2157:0.7869
P12-1079 ==> D13-1109:0.9311, D13-1173:0.9148, W11-2147:0.9128, E12-3008:0.9127, N09-2001:0.9111, W14-3321:0.9046, N09-1021:0.9033, W10-1604:0.9033, P11-3003:0.9011, W11-2150:0.9009
W10-1837 ==> W06-1705:0.9164, L08-1126:0.9082, L08-1075:0.9056, N07-1045:0.8996, W06-1704:0.8894, W09-0203:0.8810, W06-1707:0.8807, W05-1003:0.8803, E06-1028:0.8681, I05-1067:0.8680
J06-1002 ==> I05-1026:0.9890, N03-3009:0.9876, C02-1006:0.9814, P07-1064:0.9668, D07-1037:0.9620, D13-1130:0.9594, W06-3408:0.9584, P13-2034:0.9563, E03-1058:0.9552, W10-3410:0.9542
W04-3237 ==> P03-1020:0.8232, W13-4068:0.8029, P11-1012:0.7749, P07-1033:0.7701, P09-1001:0.7614, P02-1061:0.7536, W10-2608:0.7503, P11-3022:0.7475, P07-1034:0.7454, W08-0804:0.7378
H01-1070 ==> P00-1078:0.9822, W03-1704:0.9251, I05-1088:0.9131, C00-2116:0.9102, N06-2028:0.8911, W04-0410:0.8876, W09-2904:0.8834, W07-1315:0.8820, L08-1497:0.8798, P01-1013:0.8764
D09-1102 ==> C08-1079:0.9367, W12-4504:0.9361, P10-1128:0.9347, W12-3504:0.9309, P13-3012:0.9289, I08-1004:0.9273, I05-1063:0.9269, N09-1065:0.9268, E09-3006:0.9248, L08-1333:0.9245
E06-2028 ==> I05-1022:0.9309, W13-2021:0.8579, I05-2023:0.8448, E06-2012:0.8353, W11-1919:0.8280, W09-2421:0.8262, C10-2121:0.8215, W06-3606:0.8146, W09-3024:0.8115, W10-3012:0.8100
W11-1712 ==> S13-2059:0.9901, W14-5806:0.9895, W14-5805:0.9888, W14-4105:0.9859, W10-1815:0.9838, W06-1706:0.9820, P09-2040:0.9773, C10-2004:0.9744, S10-1099:0.9707, S14-2054:0.9698
W03-1027 ==> P02-1064:0.9673, W04-1220:0.9524, W03-1309:0.9065, A00-1032:0.8829, C10-2030:0.8653, W06-3318:0.8593, P12-3021:0.8550, W04-1214:0.8540, W04-1215:0.8535, W03-1306:0.8524
W09-2601 ==> W06-2607:0.9485, D07-1062:0.9476, C08-1105:0.9451, W05-1002:0.9444, L08-1231:0.9416, P06-2010:0.9370, W08-2133:0.9365, H05-2004:0.9334, N09-2065:0.9323, W06-1622:0.9318
N10-1023 ==> P08-2001:0.9481, D07-1054:0.9384, N06-1001:0.9286, W08-0323:0.8965, E14-4037:0.8933, P10-2004:0.8826, E12-2003:0.8735, P11-2077:0.8725, P11-2029:0.8708, W08-0334:0.8690
P10-4001 ==> W10-3219:0.9915, P14-5009:0.9055, W02-1508:0.9040, N06-2002:0.9008, W14-2202:0.9000, C08-1032:0.8996, W13-2131:0.8987, W02-1502:0.8980, P03-2033:0.8977, E06-2005:0.8937
P01-1051 ==> C00-1031:0.9854, W09-2105:0.9705, W01-0814:0.9693, N10-2011:0.9686, W10-1607:0.9681, W03-1602:0.9648, W12-2204:0.9619, C04-1023:0.9559, C02-1133:0.9040, W13-1503:0.8548
N07-1055 ==> P11-3002:0.8775, E12-1032:0.8497, W08-1405:0.8480, P08-2011:0.8402, W05-1621:0.8378, W14-2704:0.8336, J09-1003:0.8319, P02-1012:0.8304, D07-1009:0.8274, P13-1010:0.8201
W03-0510 ==> P04-3020:0.9672, P05-3013:0.9631, N03-4008:0.9627, W08-1404:0.9585, W07-0203:0.9522, W06-3804:0.9509, W04-3252:0.9503, P06-1068:0.9486, S10-1030:0.9448, W10-3306:0.9444
W14-0404 ==> N12-1089:0.9881, D10-1009:0.9790, C10-2022:0.9780, W11-2021:0.9703, P09-1096:0.9699, C08-1056:0.9239, W12-2109:0.9197, P10-1079:0.9003, P06-2005:0.8939, P13-2153:0.8856
W10-4322 ==> L08-1362:0.9556, P13-2054:0.9556, W07-0213:0.9555, W09-3944:0.9535, J03-1001:0.9530, E99-1023:0.9516, C00-2161:0.9513, W99-0707:0.9506, W06-3706:0.9505, W02-1403:0.9505
W12-2010 ==> W13-1721:0.9087, C04-1124:0.9082, P01-1013:0.8974, W10-3706:0.8971, I05-7005:0.8964, W06-1205:0.8959, D11-1093:0.8957, W04-0409:0.8952, L08-1448:0.8937, W14-4507:0.8935
D11-1018 ==> P13-1033:0.9087, D11-1085:0.8876, D10-1052:0.8723, W14-4010:0.8706, N13-1117:0.8673, P12-2004:0.8593, Q13-1020:0.8559, E14-1026:0.8557, W07-0710:0.8549, D09-1023:0.8549
W09-1115 ==> I05-1066:0.9005, W13-1503:0.8689, N04-1031:0.8515, I05-1085:0.8499, W10-1001:0.8372, P02-1028:0.8359, W12-2206:0.8224, W14-1202:0.8184, W12-2207:0.8178, E09-1027:0.8131
N13-1039 ==> S14-2074:0.8860, S13-2077:0.8060, S14-2086:0.7806, S14-2105:0.7788, S14-2065:0.7634, S14-2023:0.7590, C14-1082:0.7336, S14-2029:0.7269, S13-2093:0.7217, S13-2070:0.7209
N13-3007 ==> W11-2502:0.9927, N10-1047:0.9733, W07-2086:0.9621, S12-1070:0.9512, P13-2154:0.9253, S12-1057:0.9216, P07-2038:0.9048, D11-1093:0.8818, W14-4507:0.8793, D10-1105:0.8734
W06-3312 ==> W06-3314:0.9555, W05-1306:0.9306, W06-3305:0.9173, W05-1305:0.9071, W13-1909:0.8947, W09-1406:0.8904, W11-1826:0.8894, W09-1404:0.8867, W13-2014:0.8833, W10-3003:0.8750
W01-0717 ==> J00-4003:0.9363, W03-1903:0.9338, W03-1902:0.9235, W04-2804:0.9197, W04-2805:0.9160, W03-2115:0.9151, W03-0903:0.9121, W03-0809:0.9108, W03-0811:0.9102, N03-1012:0.9068
D07-1007 ==> D08-1039:0.9145, L08-1133:0.9125, I05-2021:0.9017, S10-1026:0.9000, P05-1048:0.8770, P10-1156:0.8736, S10-1023:0.8706, P12-1048:0.8617, P04-1081:0.8602, S10-1053:0.8509
I08-1067 ==> W14-4004:0.8786, W13-2806:0.8768, W13-2807:0.8736, W14-3308:0.8695, C14-1105:0.8633, W12-3141:0.8590, W08-0322:0.8385, W14-3319:0.8346, W14-3321:0.8338, W14-4803:0.8325
W07-1417 ==> W04-0410:0.9591, N03-2027:0.9543, L08-1257:0.9515, L08-1259:0.9476, W09-2901:0.9408, W09-2905:0.9349, W99-0108:0.9328, H01-1068:0.9304, W09-2904:0.9294, W02-1801:0.9280
W09-1411 ==> W04-1203:0.9096, W09-3414:0.9023, C00-2155:0.8875, W05-1503:0.8787, W09-3835:0.8762, W04-2007:0.8692, I08-1028:0.8687, W09-0624:0.8678, W09-3306:0.8654, N10-2010:0.8647
L08-1105 ==> W07-2048:0.9566, W14-3009:0.9081, W12-1519:0.8871, P10-2013:0.8778, W05-0638:0.8666, W13-2312:0.8655, W05-0624:0.8654, J08-2001:0.8645, W05-0634:0.8623, W06-2611:0.8606
W05-0627 ==> C04-1179:0.9512, W08-2134:0.9435, W05-0632:0.9430, W04-2414:0.9382, W05-0621:0.9360, W05-0638:0.9359, W05-0631:0.9305, W07-2038:0.9290, W08-2111:0.9238, P10-2019:0.9193
N12-1001 ==> J10-3004:0.8814, W09-1803:0.8784, N09-1040:0.8408, S14-1017:0.8336, W12-3307:0.8296, N09-1023:0.8262, W06-3407:0.8162, N12-1022:0.8134, N12-1064:0.8111, W14-3202:0.8068
P07-2002 ==> L08-1577:0.9949, W04-1406:0.9878, A00-1004:0.9646, W00-0507:0.9584, A00-1019:0.9445, W03-0413:0.9423, P00-1006:0.9403, N04-4028:0.9335, W02-1020:0.9282, W00-0707:0.9279
D14-1164 ==> D14-1208:0.9397, P14-2117:0.9393, D14-1165:0.9303, E14-2023:0.9266, W14-6203:0.9222, P13-2141:0.9163, P14-1077:0.9159, P13-2117:0.9158, D14-1166:0.9144, P14-2119:0.9113
D10-1047 ==> P10-1127:0.9590, W13-3106:0.8584, D12-1024:0.8297, C10-1023:0.8187, N07-1056:0.8145, E09-1089:0.8084, C10-2060:0.7943, N13-2010:0.7879, W08-1407:0.7850, P13-1100:0.7837
W14-2401 ==> P10-1129:0.9527, W14-4313:0.9356, P11-1028:0.9161, P00-1013:0.9131, D09-1100:0.9086, P09-1010:0.8863, W05-0614:0.8802, W03-2111:0.8718, N01-1028:0.8659, W14-2404:0.8598
D09-1010 ==> W14-1605:0.8962, W07-2023:0.8592, W13-3509:0.8489, D13-1044:0.8358, N06-2025:0.8229, W07-1412:0.8192, S14-2049:0.8167, W07-0211:0.8158, E09-1066:0.8081, P06-1051:0.8037
C14-1019 ==> S13-2094:0.9507, S13-2076:0.9351, S13-2092:0.9223, S10-1097:0.9191, S14-2015:0.9154, S13-2074:0.9140, D14-1127:0.9086, S14-2009:0.9072, S14-2042:0.9051, S14-2048:0.9023
W13-3204 ==> D13-1082:0.9092, N07-2037:0.9058, E14-4009:0.9000, P06-2093:0.8985, D14-1023:0.8970, P13-2119:0.8906, D07-1045:0.8791, N13-1114:0.8703, W10-1731:0.8682, W08-0405:0.8677
W12-2406 ==> W11-0224:0.9917, W06-3304:0.9861, W04-3110:0.9728, W03-1301:0.9458, L08-1234:0.9182, W02-0303:0.9158, W02-0312:0.9056, W06-3316:0.8721, W05-1301:0.8640, W06-3305:0.8634
W02-1608 ==> I08-2110:0.9801, C04-1174:0.9635, C02-1122:0.9258, H01-1043:0.8994, P02-1028:0.8867, P09-2052:0.8760, N06-1023:0.8480, P06-2097:0.8353, I05-1005:0.8182, C00-2110:0.8071
W13-2224 ==> W12-3145:0.8969, N13-1114:0.8939, W11-2150:0.8930, W12-3148:0.8922, N10-1040:0.8906, W14-3362:0.8895, W11-1009:0.8886, D14-1003:0.8881, P09-2086:0.8863, P13-1124:0.8858
H01-1003 ==> N04-3010:0.9725, H01-1018:0.9561, W02-0708:0.9394, W02-0703:0.9318, W08-0802:0.9242, N03-4015:0.9220, C02-1170:0.9200, W00-0203:0.9126, H01-1007:0.9109, W03-2118:0.9031
P06-1029 ==> H05-1034:0.9084, I05-1083:0.8938, H05-1027:0.8608, W02-1032:0.8457, P14-2023:0.8280, P08-2010:0.8059, W12-2706:0.8006, N04-4006:0.7975, P07-1104:0.7975, W05-1515:0.7937
D08-1013 ==> P10-1043:0.9358, D14-1083:0.9193, D12-1014:0.9124, E14-4039:0.9036, C14-1127:0.9008, W13-1611:0.8982, C10-2057:0.8932, P13-2147:0.8917, C10-2152:0.8892, W14-2605:0.8884
A00-2040 ==> P00-1029:0.9964, P01-1053:0.9955, W01-0518:0.9928, W02-0608:0.9784, W06-3202:0.9767, W05-0805:0.9151, W05-0615:0.9044, W04-0104:0.8922, J02-3005:0.8536, N10-1074:0.8516
N07-3006 ==> W06-2605:0.9137, C14-1027:0.8953, D13-1094:0.8918, N09-1064:0.8865, I05-6007:0.8843, W04-1009:0.8802, C10-2172:0.8797, P13-1048:0.8787, W04-0211:0.8751, W14-4327:0.8687
W09-0625 ==> J10-2007:0.9694, W09-0616:0.9691, W08-1129:0.9688, W08-2120:0.9574, W08-1134:0.9527, W14-4411:0.9504, W09-0612:0.9492, W08-1136:0.9469, W08-0111:0.9458, W08-1137:0.9384
W14-2404 ==> D10-1040:0.9496, D09-1100:0.9294, P14-3005:0.9113, W14-5406:0.8895, P11-1028:0.8819, W12-2802:0.8814, W12-2801:0.8808, P00-1013:0.8741, D12-1040:0.8698, W10-2903:0.8644
C02-1054 ==> C00-2167:0.9245, P03-1005:0.8974, P01-1041:0.8897, W00-1301:0.8890, C04-1002:0.8609, D07-1063:0.8518, P07-2017:0.8515, C02-1053:0.8415, P03-1004:0.8378, W04-3244:0.8297
