C02-1122 ==> C04-1174:0.9666, H01-1043:0.9425, W02-1608:0.9353, I08-2110:0.9298, N06-1023:0.8873, D09-1151:0.8837, P09-2052:0.8735, I05-1005:0.8460, I08-1065:0.8349, D07-1032:0.8205
N10-1013 ==> N12-1076:0.8614, W09-3204:0.8597, N12-1077:0.8364, E14-1057:0.8342, P09-1002:0.8210, D10-1113:0.8199, S14-2050:0.8127, D10-1114:0.7999, L08-1275:0.7997, P13-1132:0.7994
C14-1056 ==> P13-2115:0.9734, N13-1109:0.9625, C10-2132:0.9575, W13-2709:0.9546, C10-2042:0.9462, D09-1137:0.9335, D07-1040:0.9274, S10-1031:0.9165, D08-1081:0.9131, P11-5003:0.9115
P06-1108 ==> W06-1807:0.9295, W07-1411:0.8230, W03-0907:0.8142, W04-3217:0.8005, N06-1005:0.7743, W08-2004:0.7536, W07-1408:0.7529, P06-2091:0.7443, W04-0902:0.7406, I05-6007:0.7402
P10-1077 ==> P09-1076:0.9535, P10-5003:0.9201, D13-1094:0.9177, W14-4916:0.9042, W10-1817:0.9030, W14-2104:0.9004, W12-3310:0.8975, P14-3003:0.8968, W11-0414:0.8903, W02-0204:0.8902
P10-1143 ==> W14-2909:0.9675, W14-2906:0.8802, W14-2910:0.8741, D12-1045:0.8730, W09-3208:0.8461, P13-2139:0.8458, W11-1904:0.8379, W07-2102:0.8369, L08-1554:0.8303, W04-0819:0.8175
C10-1137 ==> W04-2010:0.9686, W09-2409:0.9683, I05-2018:0.9643, N09-2018:0.9498, H05-1105:0.9357, P06-2077:0.9311, W14-5708:0.9220, L08-1458:0.9181, C04-1195:0.9028, W05-0603:0.9009
S14-2034 ==> W09-1212:0.9221, S14-1012:0.9220, W09-1214:0.9163, S14-2080:0.9113, W14-2902:0.9028, Q13-1018:0.9015, S14-2121:0.9010, W09-1216:0.8999, C14-1133:0.8979, W09-1211:0.8961
W11-1417 ==> W12-2001:0.8286, P06-1026:0.7998, N09-2023:0.7884, P07-1046:0.7852, W13-4015:0.7810, W05-0102:0.7789, W06-3503:0.7725, W03-0205:0.7693, N10-1099:0.7679, W10-4334:0.7661
D07-1043 ==> W04-0817:0.9731, S10-1080:0.9586, W04-3010:0.9554, N06-1029:0.9542, N03-3002:0.9529, D10-1024:0.9525, W14-4016:0.9492, N10-1109:0.8985, P09-1061:0.8360, W10-2001:0.8344
J04-3004 ==> P06-1027:0.9620, P02-1046:0.8642, W03-0201:0.8324, N07-2028:0.7968, W14-6205:0.7945, I05-1036:0.7643, W11-0203:0.7627, W06-2207:0.7494, D09-1009:0.7463, W13-5004:0.7456
L08-1246 ==> P06-2018:0.9549, W08-1306:0.9358, L08-1151:0.9289, W04-1505:0.9261, C08-1069:0.9256, W09-2605:0.9189, J13-3010:0.9185, P09-2014:0.9086, P10-5001:0.9061, W09-0806:0.9034
D09-1033 ==> N10-1039:0.8918, D07-1110:0.8634, C10-2144:0.8537, S13-2018:0.8481, D11-1077:0.8480, E09-1086:0.8431, W14-2304:0.8353, W11-0807:0.8287, W14-0812:0.8266, D14-1216:0.8218
P09-1042 ==> D12-1127:0.8512, D13-1205:0.8302, Q14-1009:0.8296, W10-2902:0.8267, W12-1903:0.8264, D11-1117:0.8260, P11-5005:0.8258, P13-2112:0.8172, P14-1126:0.8161, D09-1086:0.8112
P06-3007 ==> I08-2101:0.9559, W06-0706:0.9499, W04-1017:0.9229, P11-1155:0.9222, P10-1140:0.9196, C04-1057:0.9180, P13-2099:0.9126, W13-3111:0.9111, N04-3007:0.9091, N13-1086:0.9090
P08-1032 ==> N10-1125:0.9652, W14-5410:0.9644, P10-1126:0.8885, W12-1012:0.8165, N12-1018:0.8005, W00-1437:0.7812, W14-0818:0.7789, N03-4003:0.7678, W12-3306:0.7674, W13-1301:0.7543
L08-1599 ==> S10-1065:0.9405, W12-1519:0.9290, W11-0908:0.9281, P08-1063:0.9207, D09-1029:0.9188, S10-1059:0.9169, W04-0803:0.9151, W09-1127:0.9140, W14-3001:0.9125, W14-2907:0.9071
P07-2010 ==> L08-1149:0.9291, L08-1306:0.9265, W10-0609:0.9256, N10-1147:0.9245, W12-0906:0.9112, W12-0905:0.9098, I08-1072:0.9085, P09-3001:0.9004, W10-2107:0.8994, W12-0910:0.8973
W02-1611 ==> N03-2006:0.9836, H01-1071:0.9829, H01-1002:0.9822, W04-1404:0.9631, W01-1401:0.9605, I05-7004:0.9572, C02-1076:0.9570, W03-0318:0.9542, W03-0311:0.9518, N06-2011:0.9497
W10-1712 ==> D11-1127:0.9401, P11-1084:0.9398, W09-3805:0.9391, W12-2909:0.9358, D11-1046:0.9355, C10-1071:0.9342, P11-2070:0.9261, W14-3004:0.9260, W08-0903:0.9258, N07-2020:0.9236
C14-1172 ==> S10-1019:0.9145, W12-4509:0.9026, H05-1083:0.8999, E09-3006:0.8965, P13-3012:0.8923, W11-1910:0.8895, S10-1001:0.8823, W11-1909:0.8822, W11-1914:0.8808, S12-1002:0.8807
L08-1380 ==> I05-1067:0.9922, W06-1707:0.9921, P06-1092:0.9866, W06-1700:0.9844, E06-1028:0.9841, P06-2026:0.9805, N06-2041:0.9798, W06-1710:0.9714, E06-2001:0.9578, L08-1011:0.9433
P07-3014 ==> W07-2082:0.9871, C04-1195:0.9237, W14-5703:0.9199, N12-1028:0.9180, W14-5708:0.9081, I05-2018:0.9021, C10-1137:0.9009, W07-1527:0.9005, W09-2409:0.9001, P03-2035:0.8929
W04-1505 ==> W08-1306:0.9564, P10-5001:0.9504, W04-2003:0.9322, W03-0401:0.9314, P06-2018:0.9275, L08-1246:0.9261, C08-1020:0.9210, W09-2605:0.9186, W09-2602:0.9075, W07-1526:0.8997
C00-2092 ==> C04-1154:0.9530, W12-4209:0.8902, W08-0411:0.8897, C10-1118:0.8882, W07-0412:0.8871, P09-2032:0.8861, W09-3801:0.8794, P11-1083:0.8778, W07-0404:0.8738, E06-1048:0.8728
I05-6011 ==> P05-2024:0.9977, W14-2202:0.9948, W02-1508:0.9914, P03-2033:0.9892, C10-2123:0.9769, P14-5009:0.9769, E06-2005:0.9716, L08-1023:0.9672, W02-1502:0.9658, S12-1022:0.9657
L08-1418 ==> L08-1433:0.9758, W14-5206:0.9723, W14-4915:0.9705, W13-2312:0.9690, E12-2001:0.9662, W14-5203:0.9635, W07-1501:0.9552, W06-3813:0.9422, W09-3004:0.9370, W05-0632:0.8752
J11-4007 ==> N12-1082:0.9499, W12-2203:0.8646, W09-2817:0.8271, W08-1131:0.8011, L08-1354:0.7998, W00-1436:0.7860, H05-1031:0.7830, N04-3001:0.7709, W04-1016:0.7668, P08-4002:0.7578
W03-0419 ==> W03-0427:0.9260, W03-0429:0.9161, W03-0434:0.8881, W03-0431:0.8733, W03-0426:0.8666, W03-0435:0.8611, W03-0432:0.8539, W03-0433:0.8463, W02-2022:0.8352, W03-0422:0.8340
C14-1055 ==> N09-1064:0.7850, W13-4002:0.7822, P10-1077:0.7767, D13-1094:0.7672, P12-1007:0.7641, I08-7009:0.7588, P13-2013:0.7568, W14-1105:0.7539, C04-1020:0.7519, J05-2005:0.7500
P06-2065 ==> W11-1202:0.9560, W11-1511:0.9463, C14-1218:0.8999, D14-1185:0.8859, P13-1060:0.8859, D14-1184:0.8853, P13-1154:0.8831, D08-1085:0.8824, P10-1106:0.8741, D13-1087:0.8644
N12-1057 ==> D14-1211:0.9605, P14-2056:0.9565, W09-3953:0.9500, N13-1099:0.9473, P12-2032:0.9388, W12-0507:0.9197, E06-1025:0.9191, W09-2011:0.9175, S14-2145:0.9159, P08-2028:0.9154
C08-1126 ==> S14-1004:0.9750, W10-1610:0.9634, L08-1275:0.9629, W09-0308:0.9605, D14-1031:0.9604, S13-1026:0.9577, L08-1323:0.9483, L08-1168:0.9115, J06-1003:0.9097, N12-2007:0.8989
P11-2044 ==> D13-1056:0.8902, D14-1195:0.8564, P12-2068:0.8356, D07-1008:0.8222, D09-1041:0.8009, N12-1087:0.7980, C08-1018:0.7958, N10-1145:0.7887, N10-1117:0.7854, W13-3508:0.7774
W14-1613 ==> P13-1105:0.8956, S14-2082:0.8748, N13-1126:0.8640, C10-2015:0.8550, D11-1007:0.8544, D14-1187:0.8520, P14-1043:0.8512, D07-1102:0.8502, I08-1012:0.8499, N07-1049:0.8495
W06-3326 ==> N07-1059:0.9522, W00-1014:0.9463, W06-3705:0.9417, C02-1137:0.9384, W10-4323:0.9376, E09-2005:0.9364, C02-1140:0.9349, W10-2419:0.9348, W09-3941:0.9316, L08-1299:0.9307
P06-2116 ==> W09-0602:0.9940, W08-0508:0.9918, W06-2801:0.9823, J01-3004:0.9812, W07-0210:0.9791, W02-1703:0.9753, A00-1017:0.9499, J03-2003:0.9481, W00-1410:0.9355, C00-2093:0.9332
L08-1340 ==> N09-2050:0.9389, L08-1184:0.9347, W09-0624:0.9318, W14-4722:0.9253, W06-3510:0.9230, W02-1102:0.9217, N03-5005:0.9197, P00-1033:0.9195, W10-3403:0.9187, W04-1512:0.9162
P01-1033 ==> I05-3009:0.9526, C04-1172:0.9522, C02-1140:0.9483, C02-2015:0.9474, W06-0201:0.9465, W02-0101:0.9451, W99-0617:0.9447, W10-4318:0.9436, C00-1038:0.9434, H05-2008:0.9433
N03-1019 ==> N01-1018:0.9215, W02-0706:0.8029, P06-2088:0.8020, W04-3255:0.7940, W12-0801:0.7906, W05-0834:0.7864, J00-1003:0.7816, H05-1109:0.7814, P04-1065:0.7775, D08-1086:0.7736
P14-1147 ==> P14-2072:0.9572, P13-2039:0.9415, N10-1096:0.9411, W12-0404:0.9195, N06-2022:0.9168, D14-1155:0.9146, W12-0403:0.9123, W12-0415:0.9096, W13-1606:0.9081, D13-1199:0.9068
W14-4011 ==> W10-1761:0.9166, W13-2214:0.9104, P12-1100:0.9067, E14-1061:0.9056, C10-2044:0.9052, P10-2026:0.9047, W10-1707:0.9030, D10-1060:0.9026, W10-3814:0.9020, C14-1209:0.8989
P13-1127 ==> P13-1022:0.8479, N13-1103:0.8438, C10-2102:0.8404, P11-1060:0.8358, D12-1040:0.8303, Q13-1005:0.8263, W12-2802:0.8259, D14-1058:0.8231, P13-1092:0.8131, W10-2903:0.8092
C02-1047 ==> W04-0503:0.9597, C00-1039:0.9579, W02-1906:0.9566, L08-1141:0.9367, L08-1135:0.9331, W04-0502:0.9242, W04-0507:0.9226, W04-1301:0.9210, W08-1803:0.9197, W09-2702:0.9196
E12-1022 ==> I05-2027:0.9722, P14-2055:0.9614, C10-1111:0.9607, D08-1079:0.9605, P12-2070:0.9588, N06-1059:0.9513, N10-3003:0.9498, P08-1094:0.9480, W13-3109:0.9472, W09-2806:0.9463
P14-1001 ==> N09-2064:0.9095, N10-1003:0.9008, D09-1161:0.8935, P14-3007:0.8832, P12-1019:0.8785, N09-1073:0.8772, N10-1095:0.8746, J12-4002:0.8690, C14-1132:0.8584, P13-2018:0.8572
P11-1003 ==> P10-1034:0.9587, P12-3022:0.9358, C14-1195:0.9314, P09-1020:0.9298, P08-1025:0.9252, P11-1086:0.9241, P09-1063:0.9234, D09-1123:0.9215, D10-1027:0.9212, W14-4904:0.9206
W05-0606 ==> W07-1307:0.9797, W06-1107:0.9736, W09-0304:0.9621, C02-1016:0.9584, W10-2412:0.9528, W07-1308:0.9526, W07-1301:0.9481, N01-1014:0.9472, C04-1137:0.9459, E03-1088:0.9402
C00-1072 ==> C02-1130:0.9098, P02-1058:0.8555, N10-2002:0.8478, P03-2021:0.8334, W06-1663:0.8238, N03-1037:0.8074, C08-1021:0.7730, C04-1144:0.7709, W09-3025:0.7545, W01-0716:0.7498
D08-1064 ==> W10-0707:0.9021, D09-1006:0.8958, W08-0301:0.8838, W10-0708:0.8698, W10-0728:0.8695, W14-5405:0.8530, W09-0401:0.8496, P14-1104:0.8493, D09-1030:0.8445, N10-1057:0.8408
W12-4004 ==> D10-1108:0.9522, D13-1039:0.9508, P11-1162:0.9471, D11-1011:0.9431, P09-1031:0.9384, D09-1099:0.9378, L08-1188:0.9342, P10-1067:0.9336, L08-1604:0.9300, I05-7011:0.9195
W12-3102 ==> W12-3114:0.8797, W13-2241:0.8528, W13-2255:0.8480, W13-2250:0.8470, W13-2202:0.8448, P13-1139:0.8383, W12-3118:0.8345, W13-2201:0.8335, P13-4014:0.8297, W13-2816:0.8279
P04-1009 ==> P08-1071:0.9901, E06-1009:0.9900, P08-1055:0.9884, W12-1635:0.9879, C02-1147:0.9869, D12-1007:0.9232, W12-1606:0.8995, E14-4041:0.8958, W08-1503:0.8853, N13-1128:0.8837
W03-0320 ==> W05-0809:0.9142, W05-0819:0.9111, N12-1040:0.8949, W05-0810:0.8639, W04-2905:0.8449, W08-1403:0.8443, W05-0811:0.8336, N09-4008:0.8306, P13-1021:0.8152, P11-2066:0.8126
P13-1148 ==> W13-2601:0.9660, C14-1219:0.9656, Q14-1008:0.9529, W08-2109:0.9506, P14-1027:0.9454, W10-2912:0.9452, W13-3011:0.9429, D14-1091:0.9406, N10-1081:0.9400, W14-0505:0.9388
C10-2133 ==> L08-1533:0.9393, W09-2703:0.9196, P06-1114:0.9182, N03-4010:0.9097, W06-0705:0.9090, W09-2704:0.9089, W05-1625:0.9068, W05-1208:0.9053, C10-2053:0.9000, W04-0840:0.8991
P09-3010 ==> W09-3909:0.8949, P10-2024:0.8902, W09-3941:0.8899, W12-2908:0.8849, W09-3201:0.8823, C00-1021:0.8797, C00-2149:0.8784, W99-0108:0.8751, C02-1124:0.8745, W01-1508:0.8739
W13-2126 ==> L08-1589:0.8871, P11-2043:0.8752, N10-1031:0.8732, W03-1605:0.8642, S12-1099:0.8632, D12-1066:0.8627, W12-2201:0.8594, W13-2244:0.8576, W14-4005:0.8554, J10-4005:0.8554
W14-1814 ==> N12-1011:0.9864, W13-1707:0.9858, W09-2101:0.9838, N09-1050:0.9829, W13-1737:0.9825, N06-1028:0.9729, W08-0912:0.9709, W11-1404:0.9675, W14-1816:0.9424, W13-1709:0.9109
P13-1087 ==> N13-1079:0.8770, S10-1087:0.8692, P10-3003:0.8682, S10-1093:0.8627, S10-1013:0.8578, W09-2403:0.8573, W10-3301:0.8559, W14-4704:0.8554, W09-2405:0.8554, W06-2503:0.8528
W07-1109 ==> W06-2404:0.9433, I08-2094:0.9342, W10-3712:0.9156, P06-1078:0.8923, P09-2092:0.8732, P05-3015:0.8671, W04-0405:0.8637, I08-2080:0.8601, W06-2203:0.8597, C00-2110:0.8455
W06-1009 ==> P07-1110:0.9890, N09-2007:0.9735, I08-6001:0.9690, N10-1070:0.9685, C08-1007:0.9621, C08-1017:0.9596, J05-4003:0.9485, L08-1582:0.9322, W11-1217:0.9083, N09-2024:0.9032
W04-3219 ==> P06-2096:0.8874, E06-1021:0.8858, P08-1116:0.8338, J13-3001:0.8309, C14-1190:0.8221, W09-2503:0.8215, I05-5001:0.8209, P13-4025:0.8148, J08-4005:0.8123, C04-1051:0.8097
P13-1079 ==> P14-1072:0.8821, J12-3007:0.8788, P13-1033:0.8710, P14-2025:0.8637, W12-2701:0.8629, E14-4036:0.8592, P11-1001:0.8508, D14-1179:0.8448, P14-1138:0.8436, N12-1060:0.8429
L08-1330 ==> J07-1002:0.9852, W06-0603:0.9842, J06-2004:0.9627, J05-3001:0.9563, J04-1005:0.9255, J08-3001:0.9022, W10-1818:0.8913, W06-1318:0.8855, J12-2009:0.8821, L08-1009:0.8738
W05-1507 ==> N06-1033:0.9154, P06-2036:0.9098, H05-1101:0.9039, N03-1021:0.9011, J10-3006:0.8998, P09-2036:0.8981, J09-4009:0.8949, C08-1136:0.8939, W07-0404:0.8903, W07-0405:0.8893
I05-4003 ==> W06-1513:0.8296, W08-0614:0.8260, W05-1610:0.8231, W10-3210:0.8145, P09-2077:0.8124, C08-2009:0.8103, W04-2324:0.8100, W10-1817:0.8012, W03-0909:0.8006, P08-3002:0.7993
P07-1011 ==> N10-1108:0.8850, P11-4005:0.8533, P06-1032:0.8372, H05-1006:0.8362, N07-2024:0.8165, W09-2110:0.8151, P13-3008:0.8004, W14-1706:0.8001, I08-2082:0.7989, P12-2049:0.7953
P12-1079 ==> W13-2258:0.9059, C10-1075:0.9020, D10-1054:0.8964, P13-2065:0.8942, P13-2122:0.8939, W12-3140:0.8924, E12-3008:0.8918, P13-2068:0.8893, P12-1048:0.8891, C10-2124:0.8889
W10-1837 ==> W12-0415:0.8476, W02-0801:0.8331, W14-4912:0.8182, P06-1092:0.8155, W04-2214:0.8151, L08-1404:0.8072, C04-1163:0.8055, W06-1710:0.8023, W02-1304:0.8021, L08-1380:0.8002
J06-1002 ==> I05-1026:0.9918, N03-3009:0.9887, C02-1006:0.9777, C02-1033:0.9766, W10-2310:0.9762, E03-1058:0.9731, L08-1352:0.9721, P00-1039:0.9626, P07-1064:0.9613, W06-3408:0.9550
W04-3237 ==> P03-1020:0.8658, W13-4068:0.8404, D13-1086:0.8104, P11-1012:0.8001, D08-1072:0.7997, W14-2602:0.7867, D12-1119:0.7856, P02-1061:0.7802, P07-1033:0.7746, D12-1120:0.7719
H01-1070 ==> P00-1078:0.9836, W14-5817:0.9397, W13-1008:0.9359, W09-2901:0.9280, W03-0810:0.9181, W00-0409:0.9171, P06-1076:0.9114, W07-1309:0.9107, W09-2904:0.9080, W04-0103:0.9061
D09-1102 ==> P13-2015:0.9475, I05-1063:0.9466, C10-1022:0.9452, I05-1065:0.9429, W11-1917:0.9396, W11-1915:0.9381, W06-2906:0.9366, P13-3012:0.9355, E09-3006:0.9342, D13-1029:0.9329
E06-2028 ==> I05-1022:0.9566, W09-2421:0.8521, W14-0618:0.8468, I05-2023:0.8466, I08-1057:0.8450, P08-2023:0.8435, E06-2012:0.8384, C10-1099:0.8332, I05-1033:0.8329, W06-3606:0.8319
W11-1712 ==> W06-0304:0.9895, S13-2059:0.9890, W14-4105:0.9856, C10-2004:0.9851, P09-2040:0.9839, W06-0306:0.9837, S14-2054:0.9819, W09-1606:0.9818, N10-1042:0.9796, W10-1605:0.9794
W03-1027 ==> P02-1064:0.9750, W04-1220:0.9604, A00-1032:0.9020, W04-1214:0.8923, N04-2007:0.8906, W03-1309:0.8880, W04-1215:0.8677, C10-2030:0.8663, W03-1306:0.8599, W06-2702:0.8565
W09-2601 ==> P07-1071:0.9107, J09-2002:0.8990, W10-3204:0.8954, S12-1026:0.8903, P09-1005:0.8895, W11-0906:0.8859, E12-1070:0.8816, N10-2004:0.8777, P11-1112:0.8776, S12-1016:0.8773
N10-1023 ==> P08-2001:0.9487, D07-1054:0.9335, N06-1001:0.9196, D13-1024:0.8723, E12-1083:0.8600, W08-0334:0.8595, P14-1072:0.8519, W09-0434:0.8459, P11-2077:0.8420, W11-2130:0.8402
P10-4001 ==> W10-3219:0.9834, L08-1581:0.8865, N06-2002:0.8548, W07-1315:0.8339, N03-2015:0.8222, W02-1502:0.8148, I05-2035:0.8072, P03-1047:0.8065, C08-1032:0.8034, I05-6004:0.7969
P01-1051 ==> C00-1031:0.9886, N10-2011:0.9755, W01-0814:0.9745, W09-2105:0.9744, W03-1602:0.9734, W10-1607:0.9718, W12-2204:0.9716, C04-1023:0.9669, C02-1133:0.9196, W06-1809:0.8935
N07-1055 ==> P06-2103:0.8548, P08-2011:0.8480, J09-1003:0.8471, E12-1032:0.8469, W08-1405:0.8402, W14-2704:0.8353, W14-3706:0.8248, P10-1056:0.8244, P02-1012:0.8181, C14-1156:0.8181
W03-0510 ==> N03-4008:0.9793, P05-3013:0.9574, W07-0203:0.9463, P04-3020:0.9441, W08-1404:0.9432, W13-3111:0.9431, S10-1040:0.9393, P14-5006:0.9373, W10-3306:0.9367, D11-1040:0.9345
W14-0404 ==> C10-2022:0.9548, D10-1009:0.9386, W08-0510:0.9323, N12-1089:0.9271, W13-3521:0.9149, W11-2138:0.9132, W13-2807:0.9107, P09-1096:0.9091, W14-3314:0.9085, P11-2078:0.9079
W10-4322 ==> W07-2065:0.3680, W10-1908:0.3584, I05-1081:0.3562, W02-0813:0.3549, I05-1031:0.3545, W04-0847:0.3519, S10-1027:0.3517, D07-1082:0.3506, S10-1024:0.3503, C02-1143:0.3483
W12-2010 ==> W08-0912:0.9123, W09-2101:0.8962, W04-0403:0.8866, W03-1807:0.8841, N06-1028:0.8839, W13-1737:0.8709, W04-0409:0.8705, W13-1707:0.8658, W11-1404:0.8613, W14-1814:0.8608
D11-1018 ==> W10-3802:0.9147, C10-1035:0.9127, D14-1180:0.9062, P12-2004:0.9050, D11-1085:0.8986, D12-1021:0.8963, D09-1023:0.8963, P13-1077:0.8937, W13-0806:0.8920, P10-2034:0.8896
W09-1115 ==> I05-1066:0.9091, W06-1809:0.9027, W01-0814:0.8692, P02-1028:0.8472, C00-1031:0.8454, N04-1031:0.8440, J00-3005:0.8432, P01-1051:0.8189, C02-1133:0.8104, W14-3701:0.8029
N13-1039 ==> S14-2074:0.8942, S14-2065:0.8283, S13-2077:0.8073, S14-2105:0.7690, N13-1037:0.7540, E12-2014:0.7538, S14-2091:0.7458, S13-2070:0.7437, S14-2023:0.7430, P11-1037:0.7326
N13-3007 ==> W11-2502:0.9856, N10-1047:0.9781, W07-2086:0.9512, P07-2038:0.9262, W06-2501:0.8868, W10-1308:0.8835, P07-2013:0.8826, L08-1578:0.8748, S12-1070:0.8726, S12-1057:0.8676
W06-3312 ==> W06-3314:0.9736, W05-1306:0.9442, W06-3305:0.9402, W13-1909:0.9292, W05-1305:0.9164, W11-1820:0.9156, W09-1313:0.9043, W13-2009:0.8998, W06-3304:0.8985, W09-1413:0.8976
W01-0717 ==> J00-4003:0.9231, W03-1902:0.9221, W04-2805:0.9107, W03-1903:0.9069, N03-4011:0.8972, W04-2804:0.8958, W03-0903:0.8944, W03-2115:0.8905, W01-1612:0.8903, N03-1012:0.8900
D07-1007 ==> I05-2021:0.9293, L08-1133:0.9287, D08-1039:0.9266, S10-1023:0.9025, S10-1026:0.8989, W07-0719:0.8912, P05-1048:0.8859, W12-1906:0.8852, W06-2505:0.8801, W10-1711:0.8769
I08-1067 ==> D09-1039:0.8618, W08-0318:0.8489, W14-3332:0.8464, N07-2015:0.8425, W10-3811:0.8414, W12-0801:0.8399, W12-3150:0.8387, P09-1090:0.8376, N09-1021:0.8368, J10-2004:0.8362
W07-1417 ==> W03-1811:0.9407, L08-1259:0.9367, L08-1257:0.9307, W09-2905:0.9287, W06-3708:0.9282, W09-2904:0.9278, W02-0106:0.9254, W02-1409:0.9248, C08-1043:0.9246, W06-2506:0.9234
W09-1411 ==> C02-1082:0.9131, E09-1069:0.9043, W04-1203:0.9011, W99-0617:0.8986, W06-1509:0.8968, W10-0215:0.8893, J99-4003:0.8877, P13-2054:0.8863, W10-2201:0.8842, C00-1041:0.8828
L08-1105 ==> W07-2048:0.9742, W14-3009:0.9465, W08-2128:0.8620, L08-1596:0.8611, D14-1036:0.8449, S12-1016:0.8290, C10-2077:0.8251, W08-2132:0.8249, J14-3006:0.8217, P10-2031:0.8203
W05-0627 ==> W05-0621:0.9606, W05-0632:0.9603, W05-0631:0.9543, W04-2419:0.9515, W04-2420:0.9501, C10-1079:0.9415, H05-2004:0.9409, C04-1179:0.9388, W08-2134:0.9373, W04-2414:0.9367
N12-1001 ==> P11-1118:0.8665, W09-1803:0.7875, N10-1143:0.7835, J10-3004:0.7781, W14-4330:0.7727, P11-1153:0.7631, D13-1130:0.7623, N06-2003:0.7581, D10-1038:0.7538, D11-1026:0.7536
P07-2002 ==> L08-1577:0.9940, W04-1406:0.9910, W00-0507:0.9726, A00-1004:0.9476, A00-1019:0.9254, W03-0413:0.9235, P00-1006:0.9219, N04-4028:0.9186, W00-0707:0.9048, W02-1020:0.9045
D14-1164 ==> P14-2119:0.9390, P14-2117:0.9357, W14-4501:0.9343, D14-1167:0.9330, N12-2011:0.9277, P12-1087:0.9259, N13-1095:0.9254, D10-1099:0.9236, P14-1077:0.9196, D12-1042:0.9123
D10-1047 ==> P10-1127:0.9367, W13-3106:0.8512, C10-1023:0.8487, N07-1056:0.8367, W10-3903:0.8297, P14-1085:0.8056, C14-1149:0.8002, D13-1068:0.7969, W14-1504:0.7839, E09-1089:0.7824
W14-2401 ==> P11-1028:0.9245, P08-1015:0.9223, W12-2802:0.9189, P10-1129:0.9184, W05-0614:0.9175, D09-1100:0.9113, W14-1607:0.9070, W14-2404:0.9014, N07-2010:0.8996, P13-1164:0.8932
D09-1010 ==> P12-1028:0.7898, D13-1044:0.7797, P10-1032:0.7505, D08-1042:0.7495, N06-2025:0.7490, N13-1106:0.7478, E09-1066:0.7450, W05-0407:0.7373, P14-2011:0.7357, I08-2119:0.7301
C14-1019 ==> S13-2066:0.9418, S13-2076:0.9382, S13-2086:0.9366, W14-5805:0.9326, S14-2054:0.9305, W06-0304:0.9278, S14-2031:0.9276, S14-2067:0.9262, W11-1712:0.9254, P13-2144:0.9250
W13-3204 ==> P06-2093:0.9427, D13-1140:0.9339, W10-1731:0.9085, C08-1137:0.9064, N07-2037:0.9054, N09-1013:0.8944, H05-1026:0.8842, N09-2001:0.8829, D11-1080:0.8825, C14-1180:0.8819
W12-2406 ==> W11-0224:0.9925, W06-3304:0.9890, W04-3110:0.9768, W03-1301:0.9285, W06-3305:0.9217, L08-1234:0.9128, W05-1305:0.9063, W02-0312:0.8998, W09-1420:0.8997, W09-1318:0.8946
W02-1608 ==> I08-2110:0.9886, C04-1174:0.9763, C02-1122:0.9353, H01-1043:0.9273, P09-2052:0.8797, P06-2097:0.8791, P02-1028:0.8737, D09-1151:0.8679, N06-1023:0.8653, I08-1065:0.8461
W13-2224 ==> N12-1035:0.9357, W13-2258:0.9210, W12-3137:0.9187, W14-3310:0.9132, W14-4007:0.9120, W13-2223:0.9033, W13-0804:0.8926, P12-1001:0.8905, D09-1114:0.8898, D09-1039:0.8895
H01-1003 ==> N04-3010:0.9874, H01-1018:0.9773, C02-1170:0.9682, W02-0703:0.9642, W02-0708:0.9556, W08-0802:0.9458, W00-0203:0.9435, N03-4015:0.9405, W02-0717:0.9362, H01-1007:0.9361
P06-1029 ==> H05-1034:0.9424, I05-1083:0.8795, W02-1032:0.8688, N04-4006:0.8613, W06-3603:0.8602, W12-2706:0.8485, W13-3202:0.8423, N12-1088:0.8402, E03-1002:0.8369, D09-1053:0.8275
D08-1013 ==> P10-1043:0.9168, C10-2057:0.9128, Q14-1013:0.9011, C14-1127:0.8947, D09-1062:0.8941, D14-1080:0.8937, D09-1061:0.8919, W10-2918:0.8914, P11-2100:0.8902, C10-1008:0.8891
A00-2040 ==> P00-1029:0.9956, P01-1053:0.9950, W01-0518:0.9892, W02-0608:0.9771, W06-3202:0.9621, W05-0805:0.9616, J02-3005:0.9105, W04-0104:0.8919, W05-0615:0.8799, D10-1087:0.8007
N07-3006 ==> W04-1009:0.9494, W04-0211:0.9453, W06-2605:0.9369, W04-0215:0.9163, C04-1007:0.9102, I05-6007:0.9037, W04-0201:0.8976, W04-2322:0.8877, C04-1048:0.8668, C04-1020:0.8624
W09-0625 ==> W09-0616:0.9764, W08-0118:0.9627, W03-0603:0.9589, W08-2120:0.9563, W06-1308:0.9537, W08-1132:0.9499, H05-2013:0.9488, C08-2029:0.9486, P00-1024:0.9416, J10-2007:0.9397
W14-2404 ==> D10-1040:0.9214, D14-1217:0.9157, P14-3005:0.9156, W14-1607:0.9151, D09-1100:0.9132, W14-0207:0.9102, W14-2401:0.9014, W12-2802:0.9004, P10-1083:0.8864, P14-1026:0.8789
C02-1054 ==> C00-2167:0.9383, P01-1041:0.9224, C02-1053:0.8987, P07-2017:0.8962, W00-1301:0.8941, P03-1005:0.8928, W03-1024:0.8761, D07-1063:0.8547, P04-1016:0.8492, W04-3244:0.8398
