C02-1122 ==> H01-1043:0.9572, C04-1174:0.9396, W02-1608:0.8742, I08-2110:0.8342, N06-1023:0.7811, P06-2076:0.7622, P09-2052:0.7531, I05-1005:0.7437, P06-2097:0.7207, C02-1051:0.7091
N10-1013 ==> P09-1002:0.8790, E09-1094:0.8269, C14-1016:0.8215, D10-1113:0.8146, D10-1114:0.8120, P12-1092:0.8052, N12-1076:0.7954, N12-1077:0.7708, J13-3003:0.7702, W10-2803:0.7680
C14-1056 ==> P13-2115:0.8964, P11-4014:0.8709, C10-1111:0.8534, C10-1128:0.8393, E12-1022:0.8369, W13-2709:0.8303, D08-1079:0.8296, P14-5006:0.8258, C10-2042:0.8255, P11-1052:0.8195
P06-1108 ==> W06-1807:0.8714, W03-0907:0.7566, C08-2001:0.7352, W04-3217:0.7340, W06-3910:0.7141, W07-1408:0.7102, W07-1411:0.6954, P06-2091:0.6880, W09-1320:0.6842, W07-1426:0.6745
P10-1077 ==> P09-1076:0.9531, D11-1068:0.8489, D07-1010:0.8365, W12-1636:0.8072, W14-2114:0.8064, C14-1089:0.8014, W14-1105:0.7979, S12-1006:0.7850, P11-1100:0.7835, P10-5003:0.7814
P10-1143 ==> W14-2909:0.9337, J11-4005:0.8078, W14-2906:0.7998, W14-2408:0.7839, L08-1554:0.7824, J14-3009:0.7824, D12-1045:0.7713, W07-2102:0.7707, D11-1027:0.7510, D08-1067:0.7471
C10-1137 ==> W09-2409:0.9718, N09-2018:0.9339, W04-2010:0.9134, H05-1105:0.9043, I05-2018:0.8985, P06-2077:0.8494, L08-1458:0.8460, W07-1602:0.8454, P09-2002:0.8383, C04-1195:0.8374
S14-2034 ==> C08-1095:0.8640, S14-2008:0.8177, W14-2412:0.8167, C10-3009:0.8107, W09-1212:0.8013, W09-1213:0.7988, W09-1216:0.7981, S14-2080:0.7956, W14-0803:0.7915, W09-1219:0.7883
W11-1417 ==> W12-2001:0.7517, P07-1102:0.6708, J10-2002:0.6642, H05-1122:0.6581, P07-1046:0.6571, W11-1416:0.6554, W06-1611:0.6531, N07-2011:0.6457, N04-1024:0.6266, N10-1099:0.6252
D07-1043 ==> W04-3010:0.9375, N06-1029:0.9358, N03-3002:0.9350, W04-0817:0.9318, S10-1080:0.9312, W14-4016:0.9202, D10-1024:0.8997, N10-1109:0.8474, N09-2021:0.7931, W10-2001:0.7466
J04-3004 ==> P06-1027:0.9172, P02-1046:0.8098, W03-0201:0.7576, N07-2028:0.6877, W06-2207:0.6524, J04-1001:0.6419, W11-0203:0.6398, W14-6205:0.6314, W09-3003:0.6310, W08-0901:0.6246
L08-1246 ==> L08-1151:0.8970, P06-2018:0.8729, W09-1008:0.8563, W10-1612:0.8529, J05-3003:0.8371, W09-0806:0.8286, P09-1008:0.7948, D07-1027:0.7922, I05-6010:0.7612, W07-1506:0.7598
D09-1033 ==> N10-1039:0.9219, W14-2304:0.8415, W07-1106:0.8320, S13-2018:0.8261, J14-2007:0.8057, D14-1216:0.8054, W07-1101:0.7996, E09-1086:0.7921, D14-1145:0.7899, D11-1073:0.7895
P09-1042 ==> P13-2056:0.8271, D11-1006:0.8228, P11-1061:0.8142, D11-1005:0.8136, N13-1126:0.8083, D10-1120:0.7937, D14-1187:0.7799, P12-1066:0.7750, P13-2112:0.7647, W12-1903:0.7628
P06-3007 ==> I08-2101:0.9342, W06-0706:0.9090, W04-1017:0.8696, P09-2029:0.8683, C08-1124:0.8561, P09-2030:0.8458, C04-1057:0.8338, N03-4006:0.8292, W09-1608:0.8275, D14-1077:0.8216
P08-1032 ==> W14-5410:0.9255, N10-1125:0.9202, P10-1126:0.8575, W12-1012:0.7924, N03-4003:0.7908, W00-1437:0.7734, W00-1422:0.7696, W04-1010:0.7402, W03-0601:0.7320, W09-2802:0.7265
L08-1599 ==> L08-1125:0.8574, W09-1127:0.8368, N04-3006:0.8348, W09-3740:0.8296, D09-1029:0.8131, W10-0801:0.7962, E03-1037:0.7935, W04-1906:0.7901, L08-1428:0.7810, P03-1068:0.7808
P07-2010 ==> L08-1306:0.9051, W12-0910:0.9040, L08-1149:0.8983, W12-0905:0.8981, W12-0906:0.8866, W10-2107:0.8821, W08-1305:0.8793, I08-1072:0.8618, W10-0609:0.8612, W07-2203:0.8583
W02-1611 ==> H01-1002:0.9570, N03-2006:0.9558, H01-1071:0.9555, W04-1404:0.9265, W02-0718:0.9250, I05-7004:0.9226, W03-0311:0.9174, N06-2029:0.9104, I05-1021:0.9095, N06-2011:0.8940
W10-1712 ==> N10-1052:0.8972, W08-0209:0.8664, C10-1071:0.8444, P11-1084:0.8397, W14-3004:0.8335, C04-1014:0.8229, D11-1127:0.8209, P10-1145:0.8170, C04-1012:0.8161, W08-0311:0.8154
C14-1172 ==> W11-1910:0.8934, S10-1001:0.8628, W11-1914:0.8306, W11-1906:0.8292, P11-1079:0.8245, D13-1203:0.8238, W11-1903:0.8113, W11-1908:0.8092, P13-3012:0.8091, W11-1920:0.8085
L08-1380 ==> P06-1092:0.9960, W06-1707:0.9950, I05-1067:0.9915, W06-1700:0.9849, E06-1028:0.9726, P06-2026:0.9477, N06-2041:0.9437, L08-1011:0.9274, W06-1710:0.9262, W06-1704:0.9198
P07-3014 ==> W07-2082:0.9566, W09-2409:0.8331, N09-2018:0.8313, W04-2010:0.8182, C04-1195:0.8170, C10-1137:0.8169, D14-1161:0.8127, W07-1527:0.7987, I05-2018:0.7922, W07-2049:0.7917
W04-1505 ==> W04-2003:0.9185, W04-0508:0.8028, P06-2018:0.7611, W13-1909:0.7603, W09-2605:0.7582, P10-5001:0.7325, N07-2031:0.7305, D07-1065:0.7261, W08-1802:0.7189, D07-1027:0.7189
C00-2092 ==> C04-1154:0.8740, C04-1012:0.8515, W09-3802:0.8085, W09-3801:0.8082, E06-1048:0.8055, W06-1506:0.7794, W06-1505:0.7711, P10-1145:0.7598, W07-0402:0.7477, W10-1712:0.7318
I05-6011 ==> P05-2024:0.9967, W14-2202:0.9877, P03-2033:0.9844, C10-2123:0.9619, P14-5009:0.9581, W11-0905:0.9492, P05-1041:0.9469, W08-2203:0.9468, W02-1508:0.9458, W06-3904:0.9082
L08-1418 ==> W14-4915:0.9797, L08-1433:0.9780, W14-5203:0.9723, W14-5206:0.9646, W07-1501:0.9421, W06-3813:0.9176, E12-2001:0.9032, W09-3004:0.8904, W13-2312:0.8624, W03-0416:0.7852
J11-4007 ==> N12-1082:0.9822, W12-2203:0.7911, W13-2109:0.7446, J12-1006:0.7429, E14-1055:0.7420, W13-2108:0.7395, W10-4203:0.7284, W06-1308:0.7121, C14-1189:0.7056, W13-2107:0.7033
W03-0419 ==> W03-0427:0.9692, W03-0429:0.9446, W03-0435:0.8959, W03-0431:0.8860, W03-0426:0.8816, W03-0434:0.8809, W03-0432:0.8801, W03-0422:0.8777, W03-0421:0.8727, W03-0420:0.8584
C14-1055 ==> D11-1068:0.8016, D14-1224:0.7468, W11-2022:0.7259, W12-1636:0.7224, P10-5003:0.7171, C14-1089:0.7074, W14-4320:0.7054, P09-1076:0.7019, W14-2104:0.6952, P11-1100:0.6944
P06-2065 ==> W11-1202:0.9427, W11-1511:0.9407, N09-4008:0.8979, C14-1218:0.8695, D08-1085:0.8334, D14-1185:0.8135, D14-1184:0.8072, P14-2123:0.8048, P12-2016:0.7983, P13-1154:0.7950
N12-1057 ==> P14-2056:0.9199, P11-1078:0.9094, P12-2032:0.9090, D14-1211:0.9048, W12-2105:0.8289, W09-3953:0.8129, W12-3302:0.8042, N13-1099:0.8029, W14-2514:0.7953, C10-1136:0.7940
C08-1126 ==> W10-1610:0.9700, W09-0308:0.9675, D14-1031:0.9649, L08-1275:0.9620, S14-1004:0.9618, L08-1323:0.9432, N12-2007:0.9176, W09-1123:0.8754, P11-1029:0.8533, W11-1418:0.8500
P11-2044 ==> W11-1606:0.8070, P13-2123:0.7998, N10-1044:0.7504, W11-1611:0.7110, D13-1056:0.7008, W09-2805:0.7004, D10-1050:0.6998, W07-0407:0.6826, C08-1018:0.6812, L08-1224:0.6785
W14-1613 ==> P13-1105:0.7865, N13-1063:0.7726, N13-1126:0.7725, D11-1006:0.7698, D11-1117:0.7625, N12-1052:0.7581, D12-1028:0.7530, W12-1911:0.7524, P09-1042:0.7513, D12-1125:0.7427
W06-3326 ==> W09-3610:0.9236, C10-2049:0.8395, L08-1148:0.8348, W09-3611:0.8291, N07-1040:0.8286, W06-0804:0.8283, N06-1050:0.8253, P13-2102:0.8168, L08-1417:0.8098, S10-1041:0.8068
P06-2116 ==> W08-0508:0.9813, W09-0602:0.9747, W02-1703:0.9568, J01-3004:0.9391, W06-2801:0.9251, W07-0210:0.9142, W00-1410:0.9083, A00-1017:0.9072, P01-1015:0.9022, J03-2003:0.8889
L08-1340 ==> W14-4722:0.8979, W12-1004:0.8285, W14-3009:0.7629, W04-0206:0.7626, W05-0307:0.7612, W09-3021:0.7540, P05-2019:0.7491, W04-2707:0.7477, P04-3030:0.7411, E03-2005:0.7342
P01-1033 ==> W04-2215:0.8131, W02-1602:0.8039, P04-1012:0.8027, W04-2004:0.7944, W07-1603:0.7943, L08-1543:0.7930, W01-1014:0.7872, W07-1702:0.7869, C02-1123:0.7860, W13-4041:0.7853
N03-1019 ==> N01-1018:0.9008, W00-0508:0.7376, J00-1003:0.7296, W02-1021:0.7273, N04-1022:0.7113, W02-0706:0.7096, P06-2088:0.7078, P04-1065:0.6916, P02-1015:0.6907, W04-3255:0.6878
P14-1147 ==> N13-1053:0.9021, E14-1030:0.8801, P14-2072:0.8698, D14-1155:0.8648, W12-0403:0.8621, D14-1055:0.8597, P13-1093:0.8484, P13-2039:0.8477, W13-1606:0.8382, W12-0404:0.8361
W14-4011 ==> N12-1035:0.8918, W13-0804:0.8870, W10-1738:0.8580, W14-0311:0.8337, D10-1063:0.8182, W10-1761:0.8122, D09-1007:0.8077, W12-3150:0.8058, W11-2166:0.8034, E14-4034:0.8015
P13-1127 ==> J13-2005:0.8310, P13-1092:0.8230, W12-2801:0.8207, D12-1040:0.8163, D11-1140:0.8122, P11-1060:0.8077, P14-1026:0.8077, D11-1039:0.8061, W10-2903:0.8047, W14-0507:0.8045
C02-1047 ==> W03-1613:0.9475, C04-1173:0.8810, W02-1905:0.8529, P06-2069:0.8436, P03-2028:0.8436, C02-1169:0.8428, P01-1070:0.8394, H05-1126:0.8375, C02-1161:0.8347, C00-1039:0.8339
E12-1022 ==> P14-2055:0.9412, D08-1079:0.9329, Q13-1008:0.9181, W11-0507:0.9158, P11-2113:0.8954, P07-2025:0.8924, C10-1111:0.8920, C14-1113:0.8763, D13-1127:0.8748, P11-1050:0.8735
P14-1001 ==> N10-1003:0.8790, N09-2064:0.8586, P12-2001:0.8562, C10-1151:0.8522, D09-1161:0.8517, D10-1002:0.8433, C10-2176:0.8355, S14-2019:0.7927, E14-4030:0.7629, W10-4150:0.7600
P11-1003 ==> P12-3022:0.8494, P10-1034:0.8484, P11-2073:0.8391, D12-1109:0.8309, P09-4007:0.8309, D13-1108:0.8269, W11-2166:0.8246, P11-1128:0.8155, D10-1063:0.8150, N09-2036:0.8086
W05-0606 ==> W07-1307:0.9748, W09-0304:0.9620, W06-1107:0.9617, W10-2412:0.9570, W07-1308:0.9501, W07-1301:0.9437, C02-1016:0.9405, E03-1088:0.9281, W10-2305:0.9234, W09-3522:0.9108
C00-1072 ==> C02-1130:0.9183, P02-1058:0.8076, N10-2002:0.8036, N03-1037:0.7871, W06-1663:0.7559, P03-2021:0.7530, W02-1907:0.7515, N03-1011:0.6976, P03-1001:0.6895, W01-0716:0.6688
D08-1064 ==> D09-1030:0.8518, P08-1007:0.8050, W08-0301:0.8019, N10-1057:0.8019, W10-0706:0.7970, W09-0401:0.7868, D09-1006:0.7818, W10-0708:0.7785, W10-0707:0.7771, W07-0738:0.7735
W12-4004 ==> P09-1031:0.9229, D14-1088:0.9197, D12-1117:0.8888, W09-2508:0.8744, D11-1011:0.8705, D10-1108:0.8698, P11-1161:0.8536, P11-1162:0.8531, C10-2110:0.8470, D09-1156:0.8468
W12-3102 ==> W12-3114:0.8876, W13-2255:0.8820, W13-2247:0.8396, P13-1139:0.8213, W13-2251:0.8055, W13-2240:0.8042, W13-2202:0.8004, P13-1004:0.7984, W12-3119:0.7960, W12-3131:0.7955
P04-1009 ==> C02-1147:0.9925, P08-1055:0.9792, E06-1009:0.9751, W12-1635:0.9729, P08-1071:0.9602, D12-1007:0.9083, W09-3950:0.9073, W12-1606:0.9034, W09-3916:0.8949, P14-1047:0.8885
W03-0320 ==> W05-0811:0.8829, W05-0810:0.8800, W05-0809:0.8575, W05-0819:0.8385, W06-3107:0.7858, N12-1040:0.7747, W05-0815:0.7740, W05-0817:0.7287, P06-2112:0.7275, W05-0812:0.7204
P13-1148 ==> D13-1005:0.9342, N13-1012:0.9186, C14-1219:0.9131, W08-2109:0.9102, W13-2601:0.9044, W14-0505:0.9040, N10-1074:0.9001, W10-2912:0.9000, C10-1060:0.8983, Q14-1008:0.8955
C10-2133 ==> L08-1533:0.9435, P06-1114:0.8298, W06-1909:0.8245, W09-2703:0.8080, N03-4010:0.8031, D09-1054:0.7782, W04-0840:0.7684, P04-3018:0.7653, W06-0705:0.7653, W03-1122:0.7603
P09-3010 ==> W10-4356:0.9902, W10-4354:0.9328, W12-1634:0.9181, D10-1084:0.8916, W13-4034:0.8742, N09-2013:0.8721, W10-1009:0.8483, W11-2007:0.8459, W10-0516:0.8238, H01-1001:0.8061
W13-2126 ==> P12-2008:0.8088, D11-1009:0.8056, W09-0621:0.8001, W11-1604:0.7971, C10-1149:0.7845, D12-1066:0.7832, I05-5010:0.7828, W11-1602:0.7732, L08-1589:0.7722, W10-4223:0.7722
W14-1814 ==> W13-1707:0.9906, N12-1011:0.9861, N09-1050:0.9757, W13-1737:0.9730, N06-1028:0.9604, W08-0912:0.9595, W09-2101:0.9542, L08-1385:0.9362, W11-1404:0.9301, P11-1073:0.9225
P13-1087 ==> S14-2133:0.8292, W12-2413:0.8214, C14-1151:0.8104, S10-1087:0.7957, S10-1088:0.7933, S10-1093:0.7898, N13-1079:0.7747, S10-1089:0.7733, S10-1094:0.7681, W08-2211:0.7654
W07-1109 ==> W06-2404:0.9281, W10-3712:0.9205, I08-2094:0.9175, P03-2037:0.8911, W04-0405:0.8728, P06-2046:0.8115, W06-2203:0.8009, P06-1125:0.7754, C00-2110:0.7745, W06-2808:0.7638
W06-1009 ==> P07-1110:0.9902, C08-1017:0.9729, I08-6001:0.9707, C08-1007:0.9671, N09-2007:0.9538, N10-1070:0.9522, L08-1582:0.9499, J05-4003:0.8644, W12-2505:0.8523, N09-2024:0.8107
W04-3219 ==> E06-1021:0.8141, P06-2096:0.8060, I05-5001:0.7759, C04-1051:0.7740, W05-1205:0.7573, I05-5004:0.7538, J08-4005:0.7208, J13-3001:0.7115, W07-1410:0.7094, J05-4004:0.7034
P13-1079 ==> W10-2915:0.8439, D08-1066:0.8418, D12-1021:0.8367, P14-1072:0.8192, W12-3158:0.8129, W10-1724:0.8100, W12-3157:0.8086, D14-1197:0.8064, W13-2222:0.8044, P12-2060:0.8029
L08-1330 ==> J07-1002:0.9955, W06-0603:0.9953, J05-3001:0.9227, J06-2004:0.9050, J12-2009:0.8778, W10-1818:0.8708, L08-1009:0.8551, W06-1306:0.8527, W06-1318:0.8447, J08-3001:0.8406
W05-1507 ==> N06-1033:0.8346, H05-1101:0.8266, N03-1021:0.8180, P11-2070:0.7803, W06-1627:0.7638, P04-1084:0.7595, C04-1012:0.7561, P09-2036:0.7537, W09-3805:0.7392, P10-1145:0.7381
I05-4003 ==> C04-1001:0.8757, W04-0910:0.8340, W05-1605:0.7804, P09-2077:0.7755, W06-1516:0.7733, W06-1513:0.7654, P08-3002:0.7490, W09-2606:0.7399, E06-2005:0.7226, E09-2001:0.7203
P07-1011 ==> N10-1108:0.8872, P04-1022:0.8703, P11-4005:0.8325, N07-2024:0.8126, P06-1032:0.8075, P14-2029:0.7965, D11-1148:0.7789, W09-2112:0.7782, E14-4019:0.7706, W11-1412:0.7704
P12-1079 ==> P12-1048:0.8579, P14-1110:0.8090, P11-2080:0.8086, P13-2122:0.8041, W11-2133:0.8014, P14-1013:0.7851, P13-2072:0.7731, P11-2074:0.7714, W14-1003:0.7696, W10-3814:0.7633
W10-1837 ==> W06-1705:0.8375, W09-3309:0.7402, W04-0858:0.7074, N07-1045:0.6644, W03-0806:0.6570, L08-1453:0.6569, P07-3002:0.6544, H01-1017:0.6537, W14-4912:0.6425, I08-2096:0.6411
J06-1002 ==> W04-0204:0.9757, I05-1026:0.9659, N03-3009:0.9472, C02-1033:0.9371, W06-1320:0.9216, P13-2034:0.9176, W10-2310:0.9115, C02-1006:0.9109, P06-1036:0.9066, L08-1352:0.9061
W04-3237 ==> P03-1020:0.8362, P02-1061:0.7443, N04-1039:0.7300, P07-1033:0.7091, W04-3238:0.7070, P08-2001:0.6886, D08-1072:0.6647, W06-1615:0.6495, P07-1034:0.6424, P08-1029:0.6343
H01-1070 ==> P00-1078:0.9951, W03-1704:0.9448, I05-1088:0.9246, C00-2116:0.9159, W02-1605:0.8659, W04-0103:0.8561, P01-1013:0.8394, W07-1309:0.8258, W05-0502:0.8232, W03-1713:0.8210
D09-1102 ==> I08-1004:0.8818, C10-1068:0.8688, I05-1063:0.8533, W11-1917:0.8269, D11-1099:0.8226, N09-1065:0.8222, P08-1002:0.8088, C10-3011:0.8087, D10-1086:0.8075, C10-1022:0.8070
E06-2028 ==> I05-1022:0.8178, P07-2027:0.7925, E09-1032:0.7888, E06-1007:0.7885, W04-1210:0.7854, L08-1092:0.7815, W05-0406:0.7672, P08-1002:0.7550, P07-1103:0.7411, D09-1102:0.7379
W11-1712 ==> W06-0304:0.9722, W14-4105:0.9616, S13-2059:0.9608, W06-0306:0.9540, W13-2513:0.9535, W10-4121:0.9468, W14-5806:0.9467, P07-3007:0.9402, W14-2623:0.9400, W14-5805:0.9353
W03-1027 ==> W04-1220:0.9680, P02-1064:0.9653, W03-1309:0.8804, W04-1214:0.8654, W04-1215:0.8641, W04-1216:0.8631, W03-1306:0.8229, A00-1032:0.8201, I05-2046:0.8169, W03-1305:0.8092
W09-2601 ==> L08-1039:0.8123, P10-1022:0.8036, L08-1597:0.8033, W07-1212:0.7912, W07-1517:0.7897, J09-2002:0.7845, L08-1231:0.7804, D07-1062:0.7787, C10-2156:0.7739, P09-1084:0.7655
N10-1023 ==> P08-2001:0.9132, N06-1001:0.8498, D07-1054:0.8361, N09-1021:0.7965, W14-2403:0.7543, W12-0108:0.7429, N10-1040:0.7422, E12-2003:0.7405, W08-0334:0.7346, W08-0323:0.7301
P10-4001 ==> W10-3219:0.9904, L08-1581:0.9182, W07-1315:0.8626, N06-2002:0.8572, I05-2035:0.8506, W07-1301:0.8264, N03-2015:0.8150, W07-1218:0.8125, W08-2203:0.7938, W06-1503:0.7918
P01-1051 ==> C00-1031:0.9852, W01-0814:0.9651, C02-1133:0.9644, W10-1607:0.9390, W03-1602:0.9298, N10-2011:0.9274, W09-2105:0.9250, C04-1023:0.9151, W12-2204:0.9081, N01-1019:0.8423
N07-1055 ==> W14-3706:0.8138, J09-1003:0.7960, P08-2011:0.7944, P06-2103:0.7935, W14-3701:0.7925, W08-1405:0.7775, N06-2017:0.7737, C10-2032:0.7729, P11-3002:0.7664, D07-1009:0.7543
W03-0510 ==> N03-4008:0.8952, P04-3020:0.8632, W07-0203:0.8488, P04-3024:0.8164, P05-3013:0.8131, W10-3306:0.8086, W08-1404:0.8082, W00-0405:0.8034, H01-1054:0.7982, W04-3252:0.7972
W14-0404 ==> C10-2022:0.9693, D10-1009:0.9612, P09-1096:0.9473, N12-1089:0.9319, W11-2021:0.8991, C08-1056:0.8891, P10-1079:0.8456, P06-2005:0.8356, W11-0704:0.8320, P12-3006:0.8268
W10-4322 ==> W10-4321:0.9712, W13-4016:0.9552, W10-4339:0.9407, P14-1047:0.9402, H05-2013:0.9292, W12-1611:0.9049, W09-3950:0.9012, W05-0108:0.8940, W09-0625:0.8934, W09-0616:0.8906
W12-2010 ==> W08-0912:0.8891, W09-2101:0.8804, L08-1385:0.8644, P07-2033:0.8622, W14-4507:0.8587, W13-1737:0.8550, D10-1105:0.8544, D11-1093:0.8535, N06-1028:0.8530, W13-1707:0.8480
D11-1018 ==> P12-2004:0.7742, E14-1026:0.7468, D13-1049:0.7151, W13-0805:0.7101, P11-1084:0.7073, P12-2061:0.7035, P12-1033:0.7001, P11-1001:0.7000, W11-2150:0.6993, P11-2079:0.6992
W09-1115 ==> I05-1066:0.9284, N04-1031:0.8529, I05-1085:0.8426, P02-1028:0.8289, W04-1113:0.8061, W06-1809:0.7923, P03-2027:0.7857, I05-2006:0.7716, H05-1126:0.7689, I05-1012:0.7664
N13-1039 ==> S14-2074:0.9254, S14-2023:0.8785, S13-2077:0.8748, S14-2065:0.8672, S14-2105:0.8506, N13-1037:0.8492, S14-2015:0.8309, S14-2029:0.8291, D11-1141:0.8156, S14-2091:0.8085
N13-3007 ==> W11-2502:0.9892, N10-1047:0.9341, W07-2086:0.9302, S12-1057:0.8989, S14-2040:0.8900, L08-1578:0.8876, W10-1308:0.8606, D10-1105:0.8599, D11-1093:0.8554, P07-2033:0.8547
W06-3312 ==> W06-3314:0.9448, W05-1306:0.8969, W13-1909:0.8623, W09-1413:0.8517, W05-1305:0.8489, W06-3305:0.8469, W09-1404:0.8347, W12-2406:0.8289, W11-1820:0.8203, W06-3304:0.8199
W01-0717 ==> A00-1020:0.9108, J00-4005:0.8874, J01-4001:0.8801, W04-2310:0.8647, P13-2023:0.8634, W03-1902:0.8535, W03-1903:0.8106, J01-4007:0.7950, E06-1023:0.7934, W01-1612:0.7932
D07-1007 ==> D08-1039:0.8701, I05-2021:0.8383, W06-2505:0.8353, L08-1133:0.8339, P06-3010:0.8131, S10-1023:0.8034, P05-1048:0.8005, N09-2005:0.7962, W09-2413:0.7929, P07-1005:0.7899
I08-1067 ==> P09-1090:0.8887, W13-2807:0.8318, W10-3811:0.8006, W13-2808:0.7890, W13-0802:0.7773, P12-1096:0.7480, W12-3130:0.7469, C10-1126:0.7442, E09-1043:0.7426, C14-1041:0.7419
W07-1417 ==> S12-1077:0.8686, L08-1335:0.8300, S12-1098:0.8270, S12-1094:0.7951, P13-4021:0.7895, P11-1076:0.7749, P02-1020:0.7644, S14-2131:0.7625, D11-1093:0.7614, P07-2033:0.7609
W09-1411 ==> W04-1203:0.9118, W09-3306:0.7514, P05-3017:0.7294, W09-3832:0.7240, W04-1209:0.7185, W04-0913:0.7171, W10-3113:0.7168, W09-1407:0.7099, W06-3317:0.7097, C00-2155:0.7076
L08-1105 ==> W07-2048:0.9605, W14-3009:0.9176, L08-1596:0.8658, P10-2013:0.8497, W13-2312:0.8018, S12-1016:0.7995, C10-2077:0.7412, P11-2012:0.7404, C10-2076:0.7346, E14-1057:0.7343
W05-0627 ==> W05-0632:0.8922, C04-1179:0.8889, W05-0620:0.8841, W05-0631:0.8841, W08-2134:0.8736, W05-0638:0.8666, W05-0621:0.8640, W05-0629:0.8571, W05-0624:0.8395, H05-2004:0.8390
N12-1001 ==> J10-3004:0.7704, W13-1914:0.7576, P11-1118:0.7526, W14-2408:0.7419, P08-1090:0.7311, P10-1015:0.7214, P09-1068:0.7060, W14-3705:0.7022, W09-1803:0.6995, C14-1204:0.6882
P07-2002 ==> L08-1577:0.9950, W04-1406:0.9890, W00-0507:0.9175, A00-1004:0.8677, W06-0129:0.7859, H05-1025:0.7821, W10-1105:0.7774, C02-1060:0.7589, A00-1019:0.7584, W11-0224:0.7537
D14-1164 ==> D14-1208:0.9176, C14-1199:0.9149, D14-1166:0.9092, P11-1055:0.9087, D14-1167:0.9078, P14-2117:0.9074, W14-1112:0.9044, P12-1087:0.9037, E14-2023:0.9001, P14-1079:0.8949
D10-1047 ==> P10-1127:0.9640, W11-0326:0.7769, W08-1407:0.7644, P07-1126:0.7588, W06-3804:0.7483, N13-2010:0.7313, P10-4007:0.7217, E09-2004:0.7174, P07-1074:0.7095, W06-0204:0.7072
W14-2401 ==> P10-1129:0.9502, P11-1028:0.9185, W14-4313:0.8502, E09-1058:0.8433, W12-2801:0.8175, Q13-1005:0.8145, W14-2404:0.8094, W12-2802:0.7766, W05-0614:0.7759, D09-1100:0.7743
D09-1010 ==> W10-3504:0.8901, W10-1609:0.8163, W07-2023:0.7943, W11-0135:0.7924, W07-1406:0.7773, W08-2004:0.7742, N10-1146:0.7729, S14-2049:0.7665, P11-4017:0.7532, S14-1013:0.7532
C14-1019 ==> S13-2090:0.9033, S10-1097:0.8913, S13-2080:0.8913, S13-2094:0.8908, S13-2052:0.8870, S14-2054:0.8799, S13-2075:0.8737, S13-2076:0.8701, S14-2091:0.8539, S13-2064:0.8445
W13-3204 ==> E14-4009:0.8347, D13-1082:0.8291, W13-2264:0.8285, W11-2124:0.8246, W13-2223:0.8142, E09-1054:0.7985, W10-1719:0.7972, W09-0417:0.7930, W10-1710:0.7868, W09-0413:0.7866
W12-2406 ==> W06-3304:0.9963, W11-0224:0.9928, W04-3110:0.9420, W02-0312:0.8980, W03-1301:0.8915, W02-0303:0.8791, W05-1305:0.8582, L08-1234:0.8509, W06-3314:0.8459, W06-3305:0.8435
W02-1608 ==> I08-2110:0.9605, C04-1174:0.9025, H01-1043:0.8922, C02-1122:0.8742, P09-2052:0.8541, P02-1028:0.8391, P06-2097:0.7946, I05-1005:0.7858, D07-1032:0.7663, N06-1023:0.7569
W13-2224 ==> W12-3137:0.8795, N12-1035:0.8584, W10-1738:0.8498, W14-3317:0.8296, W11-2149:0.8233, W13-2258:0.8227, W13-0804:0.8136, D10-1054:0.8064, W10-1711:0.8039, E14-4034:0.7988
H01-1003 ==> N04-3010:0.9963, H01-1018:0.9934, W02-0708:0.9501, H01-1041:0.9491, W02-0703:0.9484, N03-4015:0.9465, A00-1012:0.9442, W08-0802:0.9440, W00-0203:0.9292, W02-0717:0.9267
P06-1029 ==> H05-1034:0.8700, I05-1083:0.8435, W02-1032:0.8402, N09-2025:0.8162, P07-1104:0.8112, N04-4006:0.8029, W10-4125:0.7957, H05-1027:0.7800, W10-4144:0.7378, W04-0303:0.7343
D08-1013 ==> C10-2152:0.8612, C10-1074:0.8562, P11-1013:0.8468, P07-1055:0.8458, W14-5905:0.8435, P10-2050:0.8250, C08-1135:0.8204, E14-4039:0.8110, C10-2057:0.7986, D12-1014:0.7897
A00-2040 ==> W01-0518:0.9761, P01-1053:0.9726, P00-1029:0.9545, W02-0608:0.8764, W06-3202:0.8379, J02-3005:0.7755, W04-0104:0.7724, W05-0805:0.7577, W05-0615:0.7576, W08-1112:0.7350
N07-3006 ==> W06-2605:0.9034, W04-0211:0.8712, W04-0215:0.8452, N03-2034:0.8433, W04-1009:0.8366, N09-1064:0.8090, W06-1317:0.8084, C10-1001:0.7915, P09-2004:0.7860, P13-1048:0.7855
W09-0625 ==> W09-0616:0.9925, W06-1419:0.9562, W09-0626:0.9519, W03-0603:0.9438, W08-1134:0.9337, J06-2002:0.9242, W08-2120:0.9115, C08-1055:0.9089, D07-1011:0.9070, W08-1129:0.9027
W14-2404 ==> D10-1040:0.9138, N13-1103:0.8962, D12-1040:0.8712, P09-1011:0.8572, W12-2802:0.8564, W10-2903:0.8517, W14-5406:0.8495, D11-1041:0.8468, Q13-1005:0.8435, W11-0139:0.8348
C02-1054 ==> P01-1041:0.8960, C00-2167:0.8951, W00-1301:0.8384, P03-1005:0.8217, P07-2017:0.7843, P03-1004:0.7592, C02-1053:0.7222, W04-3244:0.7194, C00-2102:0.7098, W03-1024:0.7078
